Group num: 0, TC(X;Y_j): 0.229
noble, 0.005, 1.000, 0.005
sun, 0.005, 1.000, 0.005
Group num: 15, TC(X;Y_j): 0.039
priest, 0.065, 1.000, 0.065
receive, 0.036, 1.000, 0.036
sister, 0.025, 1.000, 0.025
give_bishopric, 0.024, 1.000, 0.024
consecrate_bishop, 0.024, 1.000, 0.024
great_worship, 0.018, 1.000, 0.018
sheriff, 0.018, 1.000, 0.018
consecrate, 0.015, 1.000, 0.015
succeed_earldom, 0.015, 1.000, 0.015
hallowed, 0.010, 1.000, 0.010
send_preach, 0.009, 1.000, 0.009
bishop_abbot, 0.008, 1.000, 0.008
earldom_father, 0.007, 1.000, 0.007
drive_bishopric, 0.006, 1.000, 0.006
manifold, 0.003, 1.000, 0.003
Group num: 16, TC(X;Y_j): 0.044
flight, 0.046, 1.000, 0.046
fight_put, 0.024, 1.000, 0.024
security, 0.024, 1.000, 0.024
steal, 0.022, 1.000, 0.022
fortress, 0.021, 1.000, 0.021
truce, 0.021, 1.000, 0.021
aid, 0.021, 1.000, 0.021
seek, 0.020, 1.000, 0.020
fort, 0.015, 1.000, 0.015
deal, 0.015, 1.000, 0.015
assemble, 0.013, 1.000, 0.013
besiege, 0.012, 1.000, 0.012
army_sit, 0.012, 1.000, 0.012
forsook, 0.010, 1.000, 0.010
army_collect, 0.010, 1.000, 0.010
fortnight, 0.007, 1.000, 0.007
field, 0.006, 1.000, 0.006
river, 0.004, 1.000, 0.004
naval_force, 0.004, 1.000, 0.004
Group num: 17, TC(X;Y_j): 0.028
thane, 0.079, 1.000, 0.079
destroy, 0.038, 1.000, 0.038
fire, 0.026, 1.000, 0.026
father, 0.020, 1.000, 0.020
citizen, 0.020, 1.000, 0.020
plunder_burn, 0.020, 1.000, 0.020
demand, 0.016, 1.000, 0.016
gate, 0.014, 1.000, 0.014
go_homeward, 0.010, 1.000, 0.010
leave, 0.009, 1.000, 0.009
sink, 0.008, 1.000, 0.008
betwixt, 0.006, 1.000, 0.006
nephew, 0.005, 1.000, 0.005
banish, 0.004, 1.000, 0.004
country, 0.004, 1.000, 0.004
possession, 0.003, 1.000, 0.003
festival, 0.003, 1.000, 0.003
conflict, 0.002, 1.000, 0.002
secure, 0.001, 1.000, 0.001
succeed_empire, 0.000, 1.000, 0.000
Group num: 18, TC(X;Y_j): 0.038
earl, 0.029, 1.000, 0.029
account, 0.028, 1.000, 0.028
counsel, 0.027, 1.000, 0.027
go_sea, 0.017, 1.000, 0.017
death, 0.017, 1.000, 0.017
island, 0.014, 1.000, 0.014
prison, 0.013, 1.000, 0.013
son_succeed, 0.012, 1.000, 0.012
treaty, 0.011, 1.000, 0.011
act, 0.011, 1.000, 0.011
reduce, 0.010, 1.000, 0.010
buy, 0.010, 1.000, 0.010
scot, 0.008, 1.000, 0.008
conclude, 0.008, 1.000, 0.008
english_nation, 0.008, 1.000, 0.008
crown, 0.007, 1.000, 0.007
loss, 0.007, 1.000, 0.007
retire, 0.006, 1.000, 0.006
empire, 0.005, 1.000, 0.005
divide, 0.005, 1.000, 0.005
rank, 0.005, 1.000, 0.005
seek_land, 0.005, 1.000, 0.005
ethel, 0.005, 1.000, 0.005
pass, 0.005, 1.000, 0.005
porch, 0.004, 1.000, 0.004
Group num: 19, TC(X;Y_j): 0.043
wife, 0.065, 1.000, 0.065
treasure, 0.055, 1.000, 0.055
child, 0.031, 1.000, 0.031
possess, 0.027, 1.000, 0.027
outlaw, 0.025, 1.000, 0.025
daughter, 0.021, 1.000, 0.021
faithful, 0.021, 1.000, 0.021
swear_oath, 0.018, 1.000, 0.018
difficulty, 0.015, 1.000, 0.015
give_earldom, 0.013, 1.000, 0.013
maintain, 0.013, 1.000, 0.013
whole_army, 0.013, 1.000, 0.013
proclaim, 0.009, 1.000, 0.009
storm, 0.007, 1.000, 0.007
depart_life, 0.007, 1.000, 0.007
advise, 0.007, 1.000, 0.007
friendship, 0.006, 1.000, 0.006
fall, 0.005, 1.000, 0.005
money, 0.003, 1.000, 0.003
kinsman, 0.003, 1.000, 0.003
hide, 0.003, 1.000, 0.003
