Group num: 0, TC(X;Y_j): 0.186
secure, 0.007, 1.000, 0.007
sell, 0.006, 1.000, 0.006
sink, 0.006, 1.000, 0.006
country, 0.006, 1.000, 0.006
mark, 0.005, 1.000, 0.005
heir, 0.005, 1.000, 0.005
possession, 0.004, 1.000, 0.004
demand, 0.002, 1.000, 0.002
succeed_empire, 0.000, 1.000, 0.000
Group num: 12, TC(X;Y_j): 0.048
church, 0.085, 1.000, 0.085
soul, 0.038, 1.000, 0.038
dead, 0.035, 1.000, 0.035
honour, 0.017, 1.000, 0.017
dear, 0.015, 1.000, 0.015
die_bury, 0.015, 1.000, 0.015
man_remember, 0.013, 1.000, 0.013
great_famine, 0.013, 1.000, 0.013
pray, 0.013, 1.000, 0.013
festival, 0.013, 1.000, 0.013
bow, 0.012, 1.000, 0.012
succeed_archbishopric, 0.011, 1.000, 0.011
bliss, 0.011, 1.000, 0.011
choose, 0.009, 1.000, 0.009
perform, 0.006, 1.000, 0.006
old_minster, 0.005, 1.000, 0.005
assist, 0.005, 1.000, 0.005
war, 0.005, 1.000, 0.005
subdue, 0.004, 1.000, 0.004
end_life, 0.004, 1.000, 0.004
empire, 0.003, 1.000, 0.003
engage, 0.003, 1.000, 0.003
assistance, 0.002, 1.000, 0.002
conflict, 0.002, 1.000, 0.002
Group num: 13, TC(X;Y_j): 0.042
deed, 0.039, 1.000, 0.039
hear, 0.034, 1.000, 0.034
folk, 0.030, 1.000, 0.030
land, 0.030, 1.000, 0.030
reconcile, 0.025, 1.000, 0.025
evil, 0.021, 1.000, 0.021
divide, 0.019, 1.000, 0.019
station, 0.016, 1.000, 0.016
servant, 0.013, 1.000, 0.013
wist, 0.013, 1.000, 0.013
household, 0.011, 1.000, 0.011
heaven, 0.008, 1.000, 0.008
seek, 0.007, 1.000, 0.007
banish, 0.007, 1.000, 0.007
glory, 0.007, 1.000, 0.007
borough, 0.006, 1.000, 0.006
emperor, 0.005, 1.000, 0.005
settle, 0.004, 1.000, 0.004
come_meet, 0.003, 1.000, 0.003
beg, 0.002, 1.000, 0.002
Group num: 14, TC(X;Y_j): 0.037
outlaw, 0.056, 1.000, 0.056
possess, 0.041, 1.000, 0.041
treasure, 0.035, 1.000, 0.035
summon, 0.023, 1.000, 0.023
difficulty, 0.023, 1.000, 0.023
whole_army, 0.020, 1.000, 0.020
storm, 0.020, 1.000, 0.020
give_earldom, 0.020, 1.000, 0.020
proclaim, 0.014, 1.000, 0.014
sick, 0.011, 1.000, 0.011
wife, 0.008, 1.000, 0.008
hide, 0.006, 1.000, 0.006
money, 0.006, 1.000, 0.006
report, 0.005, 1.000, 0.005
advise, 0.004, 1.000, 0.004
kinsman, 0.001, 1.000, 0.001
friendship, 0.001, 1.000, 0.001
Group num: 15, TC(X;Y_j): 0.033
account, 0.037, 1.000, 0.037
bishop_abbot, 0.021, 1.000, 0.021
heathen, 0.019, 1.000, 0.019
earl, 0.018, 1.000, 0.018
prison, 0.017, 1.000, 0.017
go_sea, 0.017, 1.000, 0.017
knight, 0.016, 1.000, 0.016
take_wife, 0.016, 1.000, 0.016
treaty, 0.015, 1.000, 0.015
reduce, 0.013, 1.000, 0.013
buy, 0.013, 1.000, 0.013
death, 0.012, 1.000, 0.012
scot, 0.011, 1.000, 0.011
crown, 0.009, 1.000, 0.009
son_succeed, 0.008, 1.000, 0.008
act, 0.006, 1.000, 0.006
english_nation, 0.005, 1.000, 0.005
retire, 0.004, 1.000, 0.004
ethel, 0.004, 1.000, 0.004
rank, 0.004, 1.000, 0.004
seek_land, 0.004, 1.000, 0.004
pass, 0.003, 1.000, 0.003
porch, 0.002, 1.000, 0.002
Group num: 16, TC(X;Y_j): 0.029
pope, 0.052, 1.000, 0.052
gold_silver, 0.033, 1.000, 0.033
bury, 0.027, 1.000, 0.027
nation, 0.017, 1.000, 0.017
brother, 0.017, 1.000, 0.017
betray, 0.014, 1.000, 0.014
rood, 0.014, 1.000, 0.014
wretched, 0.014, 1.000, 0.014
property, 0.014, 1.000, 0.014
gift, 0.014, 1.000, 0.014
priest, 0.012, 1.000, 0.012
harvest, 0.010, 1.000, 0.010
archiepiscopal, 0.010, 1.000, 0.010
perish, 0.009, 1.000, 0.009
friend, 0.009, 1.000, 0.009
defend, 0.008, 1.000, 0.008
advice, 0.006, 1.000, 0.006
win_land, 0.004, 1.000, 0.004
Group num: 17, TC(X;Y_j): 0.028
son, 0.108, 1.000, 0.108
daughter, 0.071, 1.000, 0.071
swear_oath, 0.032, 1.000, 0.032
gather, 0.016, 1.000, 0.016
uncle, 0.011, 1.000, 0.011
seize, 0.010, 1.000, 0.010
kingdom_hold, 0.010, 1.000, 0.010
assume_government, 0.008, 1.000, 0.008
rise, 0.008, 1.000, 0.008
depart_life, 0.006, 1.000, 0.006
hunger, 0.005, 1.000, 0.005
heavenly, 0.004, 1.000, 0.004
Group num: 18, TC(X;Y_j): 0.024
win, 0.035, 1.000, 0.035
wise, 0.027, 1.000, 0.027
drive, 0.021, 1.000, 0.021
kingdom, 0.021, 1.000, 0.021
martyr, 0.019, 1.000, 0.019
wise_man, 0.019, 1.000, 0.019
great_council, 0.017, 1.000, 0.017
fortify, 0.016, 1.000, 0.016
bury_minster, 0.014, 1.000, 0.014
succeed_earldom, 0.012, 1.000, 0.012
fair, 0.012, 1.000, 0.012
earldom_father, 0.009, 1.000, 0.009
mother, 0.008, 1.000, 0.008
island, 0.007, 1.000, 0.007
devastation, 0.001, 1.000, 0.001
Group num: 19, TC(X;Y_j): 0.019
receive, 0.127, 1.000, 0.127
sister, 0.063, 1.000, 0.063
consecrate_bishop, 0.019, 1.000, 0.019
great_worship, 0.014, 1.000, 0.014
hallowed, 0.013, 1.000, 0.013
manifold, 0.005, 1.000, 0.005
invest, 0.005, 1.000, 0.005
drive_bishopric, 0.004, 1.000, 0.004
unjust, 0.001, 1.000, 0.001
